,id,year,venue,team_A,team_B,Runs_in_Powerplay,Wickets_lost_in_Powerplay,Runs_in_middle_overs,Wickets_lost_in_middle_overs,Runs_in_Death_overs,Wickets_lost_in_death_overs,Total_Score_A,Total_Wicket_A,toss_winner,toss_decision,city,winner,event
1328,1275268A,2021,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,Czech Republic,64,2,97,3,50,2,211,7,Romania,bat,Ilfov County,Romania,Continental Cup
1328,1275268B,2021,"Moara Vlasiei Cricket Ground, Ilfov County",Czech Republic,Romania,53,0,93,4,30,5,176,9,Romania,bat,Ilfov County,Romania,Continental Cup
1329,1327274A,2022,Sharjah Cricket Stadium,Pakistan,Hong Kong,40,1,89,0,64,1,193,2,Hong Kong,field,Sharjah,Pakistan,Asia Cup
1329,1327274B,2022,Sharjah Cricket Stadium,Hong Kong,Pakistan,25,3,13,5,0,0,38,8,Hong Kong,field,Sharjah,Pakistan,Asia Cup
1330,1199536A,2019,Dubai International Cricket Stadium,Papua New Guinea,Kenya,22,5,69,0,27,4,118,9,Kenya,field,Dubai,Papua New Guinea,ICC Men's T20 World Cup Qualifier
1330,1199536B,2019,Dubai International Cricket Stadium,Kenya,Papua New Guinea,40,2,24,4,9,3,73,9,Kenya,field,Dubai,Papua New Guinea,ICC Men's T20 World Cup Qualifier
1331,1199522A,2019,ICC Academy Ground No 2,Singapore,Kenya,44,2,80,2,33,5,157,9,Singapore,bat,Dubai,Kenya,ICC Men's T20 World Cup Qualifier
1331,1199522B,2019,ICC Academy Ground No 2,Kenya,Singapore,50,0,79,1,30,2,159,3,Singapore,bat,Dubai,Kenya,ICC Men's T20 World Cup Qualifier
1332,884349A,2016,New Wanderers Stadium,South Africa,Australia,62,1,85,3,57,3,204,7,Australia,field,Johannesburg,Australia,Australia in South Africa T20I Series
1332,884349B,2016,New Wanderers Stadium,Australia,South Africa,36,3,124,0,45,2,205,5,Australia,field,Johannesburg,Australia,Australia in South Africa T20I Series
1333,1327506A,2022,"Greenfield International Stadium, Thiruvananthapuram",South Africa,India,30,5,42,1,34,1,106,7,India,field,Thiruvananthapuram,India,South Africa tour of India
1333,1327506B,2022,"Greenfield International Stadium, Thiruvananthapuram",India,South Africa,17,1,84,1,9,0,110,2,India,field,Thiruvananthapuram,India,South Africa tour of India
1334,1273143A,2021,Gahanga International Cricket Stadium. Rwanda,Rwanda,Ghana,37,2,52,2,47,2,136,6,Ghana,field,Kigali City,Rwanda,Ghana tour of Rwanda
1334,1273143B,2021,Gahanga International Cricket Stadium. Rwanda,Ghana,Rwanda,38,3,41,5,0,0,79,8,Ghana,field,Kigali City,Rwanda,Ghana tour of Rwanda
1335,1299571A,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Nepal,Philippines,41,1,121,0,56,1,218,2,Philippines,field,Al Amarat,Nepal,ICC Men's T20 World Cup Qualifier A
1335,1299571B,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Philippines,Nepal,24,1,27,4,31,3,82,8,Philippines,field,Al Amarat,Nepal,ICC Men's T20 World Cup Qualifier A
1336,1223953A,2020,Sydney Cricket Ground,Australia,India,59,1,93,2,42,2,194,5,India,field,Sydney,India,India tour of Australia
1336,1223953B,2020,Sydney Cricket Ground,India,Australia,60,1,89,2,46,1,195,4,India,field,Sydney,India,India tour of Australia
1337,1287773A,2021,"National Stadium, Karachi",Pakistan,West Indies,44,2,100,1,56,3,200,6,West Indies,field,Karachi,Pakistan,West Indies tour of Pakistan
1337,1287773B,2021,"National Stadium, Karachi",West Indies,Pakistan,46,2,65,3,26,3,137,8,West Indies,field,Karachi,Pakistan,West Indies tour of Pakistan
1338,1298135A,2022,"GMHBA Stadium, South Geelong, Victoria",Namibia,Sri Lanka,43,3,63,3,57,1,163,7,Sri Lanka,field,Geelong,Namibia,ICC Men's T20 World Cup
1338,1298135B,2022,"GMHBA Stadium, South Geelong, Victoria",Sri Lanka,Namibia,38,3,57,6,13,1,108,10,Sri Lanka,field,Geelong,Namibia,ICC Men's T20 World Cup
1339,546442A,2012,Dubai International Cricket Stadium,Ireland,Scotland,52,3,68,1,39,1,159,5,Ireland,bat,,Ireland,ICC World Twenty20 Qualifier
1339,546442B,2012,Dubai International Cricket Stadium,Scotland,Ireland,30,1,80,2,32,2,142,5,Ireland,bat,,Ireland,ICC World Twenty20 Qualifier
1340,1303315A,2022,"County Ground, Bristol",South Africa,Ireland,47,2,111,2,53,1,211,5,South Africa,bat,Bristol,South Africa,South Africa tour of England
1340,1303315B,2022,"County Ground, Bristol",Ireland,South Africa,67,1,88,2,35,4,190,7,South Africa,bat,Bristol,South Africa,South Africa tour of England
1341,1249208A,2021,"The Rose Bowl, Southampton",England,Sri Lanka,48,0,99,2,33,4,180,6,Sri Lanka,field,Southampton,England,Sri Lanka tour of England
1341,1249208B,2021,"The Rose Bowl, Southampton",Sri Lanka,England,39,3,32,5,20,1,91,9,Sri Lanka,field,Southampton,England,Sri Lanka tour of England
1342,287864A,2007,Newlands,Bangladesh,South Africa,65,3,55,3,24,3,144,9,South Africa,field,Cape Town,South Africa,ICC World Twenty20
1342,287864B,2007,Newlands,South Africa,Bangladesh,42,0,81,1,23,1,146,2,South Africa,field,Cape Town,South Africa,ICC World Twenty20
1343,1284497A,2021,"West End Park International Cricket Stadium, Doha",Kuwait,Qatar,32,3,60,3,34,3,126,9,Kuwait,bat,Doha,Qatar,ICC Men's T20 World Cup Asia A Qualifier
1343,1284497B,2021,"West End Park International Cricket Stadium, Doha",Qatar,Kuwait,79,1,48,6,0,0,127,7,Kuwait,bat,Doha,Qatar,ICC Men's T20 World Cup Asia A Qualifier
1344,287870A,2007,New Wanderers Stadium,Australia,Pakistan,58,2,80,2,26,3,164,7,Pakistan,field,Johannesburg,Pakistan,ICC World Twenty20
1344,287870B,2007,New Wanderers Stadium,Pakistan,Australia,40,3,98,0,27,0,165,3,Pakistan,field,Johannesburg,Pakistan,ICC World Twenty20
1345,1273745A,2021,Dubai International Cricket Stadium,Bangladesh,Australia,33,3,40,5,0,0,73,8,Australia,field,Dubai,Australia,ICC Men's T20 World Cup
1345,1273745B,2021,Dubai International Cricket Stadium,Australia,Bangladesh,67,2,11,0,0,0,78,2,Australia,field,Dubai,Australia,ICC Men's T20 World Cup
1346,287858A,2007,Newlands,England,Zimbabwe,59,3,100,2,29,4,188,9,England,bat,Cape Town,England,ICC World Twenty20
1346,287858B,2007,Newlands,Zimbabwe,England,57,0,50,6,31,1,138,7,England,bat,Cape Town,England,ICC World Twenty20
1347,1187668A,2019,McLean Park,England,New Zealand,48,1,117,0,76,1,241,2,New Zealand,field,Napier,England,England tour of New Zealand
1347,1187668B,2019,McLean Park,New Zealand,England,61,2,99,6,5,1,165,9,New Zealand,field,Napier,England,England tour of New Zealand
1348,1273751A,2021,"Zayed Cricket Stadium, Abu Dhabi",Afghanistan,New Zealand,23,2,73,1,28,4,124,7,Afghanistan,bat,Abu Dhabi,New Zealand,ICC Men's T20 World Cup
1348,1273751B,2021,"Zayed Cricket Stadium, Abu Dhabi",New Zealand,Afghanistan,45,1,63,1,17,0,125,2,Afghanistan,bat,Abu Dhabi,New Zealand,ICC Men's T20 World Cup
1349,913633A,2016,The Rose Bowl,Sri Lanka,England,51,1,71,6,18,3,140,10,Sri Lanka,bat,Southampton,England,
1349,913633B,2016,The Rose Bowl,England,Sri Lanka,41,2,90,0,13,0,144,2,Sri Lanka,bat,Southampton,England,
1350,1282743A,2021,"Desert Springs Cricket Ground, Almeria",Italy,Germany,19,0,55,4,29,1,103,5,Italy,bat,Almeria,Germany,ICC Men's T20 World Cup Europe Region Qualifier
1350,1282743B,2021,"Desert Springs Cricket Ground, Almeria",Germany,Italy,34,2,52,1,18,1,104,4,Italy,bat,Almeria,Germany,ICC Men's T20 World Cup Europe Region Qualifier
1351,875549A,2015,"The Village, Malahide",Hong Kong,Scotland,42,3,43,2,31,4,116,9,Scotland,field,Dublin,Scotland,ICC World Twenty20 Qualifier
1351,875549B,2015,"The Village, Malahide",Scotland,Hong Kong,68,2,49,3,0,0,117,5,Scotland,field,Dublin,Scotland,ICC World Twenty20 Qualifier
1352,430885A,2009,"Punjab Cricket Association Stadium, Mohali",Sri Lanka,India,73,1,94,3,39,2,206,6,Sri Lanka,bat,Chandigarh,India,Sri Lanka in India T20I Series
1352,430885B,2009,"Punjab Cricket Association Stadium, Mohali",India,Sri Lanka,58,1,124,1,29,2,211,4,Sri Lanka,bat,Chandigarh,India,Sri Lanka in India T20I Series
1353,966737A,2016,Khan Shaheb Osman Ali Stadium,Oman,Afghanistan,39,0,94,2,32,2,165,4,Oman,bat,Fatullah,Afghanistan,Asia Cup
1353,966737B,2016,Khan Shaheb Osman Ali Stadium,Afghanistan,Oman,61,3,78,1,29,1,168,5,Oman,bat,Fatullah,Afghanistan,Asia Cup
1354,1215165A,2020,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,Kuwait,56,0,85,2,58,2,199,4,Kuwait,field,Al Amarat,United Arab Emirates,ACC Western Region T20
1354,1215165B,2020,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Kuwait,United Arab Emirates,37,2,34,5,26,0,97,7,Kuwait,field,Al Amarat,United Arab Emirates,ACC Western Region T20
1355,1215159A,2020,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Maldives,Oman,39,1,62,1,28,3,129,5,Oman,field,Al Amarat,Oman,ACC Western Region T20
1355,1215159B,2020,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Maldives,49,0,83,0,0,0,132,0,Oman,field,Al Amarat,Oman,ACC Western Region T20
1356,930573A,2015,Sheikh Zayed Stadium,Oman,United Arab Emirates,35,1,69,1,29,5,133,7,United Arab Emirates,field,Abu Dhabi,United Arab Emirates,
1356,930573B,2015,Sheikh Zayed Stadium,United Arab Emirates,Oman,35,1,82,1,17,1,134,3,United Arab Emirates,field,Abu Dhabi,United Arab Emirates,
1357,966735A,2016,Khan Shaheb Osman Ali Stadium,Oman,Hong Kong,46,1,84,3,50,0,180,4,Oman,bat,Fatullah,Oman,Asia Cup
1357,966735B,2016,Khan Shaheb Osman Ali Stadium,Hong Kong,Oman,57,1,75,4,43,2,175,7,Oman,bat,Fatullah,Oman,Asia Cup
1358,1142913A,2018,Harare Sports Club,Pakistan,Zimbabwe,42,1,95,3,45,0,182,4,Zimbabwe,field,,Pakistan,Zimbabwe Twenty20 Tri-Series
1358,1142913B,2018,Harare Sports Club,Zimbabwe,Pakistan,27,1,75,3,6,4,108,8,Zimbabwe,field,,Pakistan,Zimbabwe Twenty20 Tri-Series
1359,1310948A,2022,Harare Sports Club,Afghanistan,Zimbabwe,51,2,49,4,25,2,125,8,Afghanistan,bat,Harare,Afghanistan,Afghanistan tour of Zimbabwe
1359,1310948B,2022,Harare Sports Club,Zimbabwe,Afghanistan,40,1,29,6,21,1,90,8,Afghanistan,bat,Harare,Afghanistan,Afghanistan tour of Zimbabwe
1360,1336031A,2022,Dubai International Cricket Stadium,Bangladesh,United Arab Emirates,42,3,72,2,44,0,158,5,United Arab Emirates,field,Dubai,Bangladesh,Bangladesh tour of United Arab Emirates
1360,1336031B,2022,Dubai International Cricket Stadium,United Arab Emirates,Bangladesh,43,1,73,6,35,3,151,10,United Arab Emirates,field,Dubai,Bangladesh,Bangladesh tour of United Arab Emirates
1361,1187681A,2020,Bay Oval,India,New Zealand,53,1,78,1,32,2,163,4,India,bat,Mount Maunganui,India,India tour of New Zealand
1361,1187681B,2020,Bay Oval,New Zealand,India,41,2,88,2,27,4,156,8,India,bat,Mount Maunganui,India,India tour of New Zealand
1362,1282741A,2021,"Desert Springs Cricket Ground, Almeria",Jersey,Italy,29,1,70,3,40,1,139,5,Jersey,bat,Almeria,Jersey,ICC Men's T20 World Cup Europe Region Qualifier
1362,1282741B,2021,"Desert Springs Cricket Ground, Almeria",Italy,Jersey,22,1,63,5,13,3,98,9,Jersey,bat,Almeria,Jersey,ICC Men's T20 World Cup Europe Region Qualifier
1363,1213058A,2020,Gaddafi Stadium,Bangladesh,Pakistan,35,0,71,3,35,2,141,5,Bangladesh,bat,Lahore,Pakistan,Bangladesh tour of Pakistan
1363,1213058B,2020,Gaddafi Stadium,Pakistan,Bangladesh,36,2,80,1,26,2,142,5,Bangladesh,bat,Lahore,Pakistan,Bangladesh tour of Pakistan
1364,1273747A,2021,Sharjah Cricket Stadium,New Zealand,Namibia,43,1,53,3,67,0,163,4,Namibia,field,Sharjah,New Zealand,ICC Men's T20 World Cup
1364,1273747B,2021,Sharjah Cricket Stadium,Namibia,New Zealand,36,0,56,3,19,3,111,6,Namibia,field,Sharjah,New Zealand,ICC Men's T20 World Cup
1365,1257183A,2021,Harare Sports Club,Pakistan,Zimbabwe,42,1,62,5,45,1,149,7,Zimbabwe,field,Harare,Pakistan,Pakistan tour of Zimbabwe
1365,1257183B,2021,Harare Sports Club,Zimbabwe,Pakistan,35,2,67,3,36,1,138,6,Zimbabwe,field,Harare,Pakistan,Pakistan tour of Zimbabwe
1366,1273753A,2021,Dubai International Cricket Stadium,Namibia,India,34,2,61,4,37,1,132,7,India,field,Dubai,India,ICC Men's T20 World Cup
1366,1273753B,2021,Dubai International Cricket Stadium,India,Namibia,54,0,82,1,0,0,136,1,India,field,Dubai,India,ICC Men's T20 World Cup
1367,1191008A,2019,Sportpark Westvliet,Netherlands,United Arab Emirates,51,1,59,3,40,2,150,6,Netherlands,bat,The Hague,United Arab Emirates,United Arab Emirates tour of Netherlands
1367,1191008B,2019,Sportpark Westvliet,United Arab Emirates,Netherlands,53,1,70,1,30,0,153,2,Netherlands,bat,The Hague,United Arab Emirates,United Arab Emirates tour of Netherlands
1368,1284495A,2021,"West End Park International Cricket Stadium, Doha",Maldives,Kuwait,43,4,46,3,14,2,103,9,Kuwait,field,Doha,Kuwait,ICC Men's T20 World Cup Asia A Qualifier
1368,1284495B,2021,"West End Park International Cricket Stadium, Doha",Kuwait,Maldives,55,2,52,3,0,0,107,5,Kuwait,field,Doha,Kuwait,ICC Men's T20 World Cup Asia A Qualifier
1369,287866A,2007,Newlands,Bangladesh,Australia,31,0,72,3,20,4,123,7,Australia,field,Cape Town,Australia,ICC World Twenty20
1369,287866B,2007,Newlands,Australia,Bangladesh,62,0,62,1,0,0,124,1,Australia,field,Cape Town,Australia,ICC World Twenty20
1370,287872A,2007,Kingsmead,New Zealand,South Africa,50,0,81,4,22,4,153,8,South Africa,field,Durban,South Africa,ICC World Twenty20
1370,287872B,2007,Kingsmead,South Africa,New Zealand,31,2,82,2,45,0,158,4,South Africa,field,Durban,South Africa,ICC World Twenty20
1371,1298137A,2022,"Bellerive Oval, Hobart",Scotland,West Indies,54,0,68,4,38,1,160,5,West Indies,field,Hobart,Scotland,ICC Men's T20 World Cup
1371,1298137B,2022,"Bellerive Oval, Hobart",West Indies,Scotland,53,2,48,6,17,2,118,10,West Indies,field,Hobart,Scotland,ICC Men's T20 World Cup
1372,1202009A,2019,Kinrara Academy Oval,Malaysia,Vanuatu,38,3,66,4,30,1,134,8,Malaysia,bat,Kuala Lumpur,Malaysia,Vanuatu tour of Malaysia
1372,1202009B,2019,Kinrara Academy Oval,Vanuatu,Malaysia,29,2,74,4,5,2,108,8,Malaysia,bat,Kuala Lumpur,Malaysia,Vanuatu tour of Malaysia
1373,1299573A,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Ireland,Bahrain,45,0,60,3,53,1,158,4,Ireland,bat,Al Amarat,Ireland,ICC Men's T20 World Cup Qualifier A
1373,1299573B,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Bahrain,Ireland,36,0,51,4,50,1,137,5,Ireland,bat,Al Amarat,Ireland,ICC Men's T20 World Cup Qualifier A
1374,1307159A,2022,"Civil Service Cricket Club, Stormont, Belfast",Afghanistan,Ireland,47,1,75,4,46,2,168,7,Afghanistan,bat,Belfast,Ireland,Afghanistan tour of Ireland
1374,1307159B,2022,"Civil Service Cricket Club, Stormont, Belfast",Ireland,Afghanistan,53,0,75,2,43,1,171,3,Afghanistan,bat,Belfast,Ireland,Afghanistan tour of Ireland
1375,1299567A,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Canada,Philippines,64,0,94,1,58,0,216,1,Philippines,field,Al Amarat,Canada,ICC Men’s T20 World Cup Qualifier A
1375,1299567B,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Philippines,Canada,22,1,52,1,24,1,98,3,Philippines,field,Al Amarat,Canada,ICC Men’s T20 World Cup Qualifier A
1376,1199534A,2019,Dubai International Cricket Stadium,Netherlands,Bermuda,51,0,100,2,55,1,206,3,Netherlands,bat,Dubai,Netherlands,ICC Men's T20 World Cup Qualifier
1376,1199534B,2019,Dubai International Cricket Stadium,Bermuda,Netherlands,36,1,67,3,11,3,114,7,Netherlands,bat,Dubai,Netherlands,ICC Men's T20 World Cup Qualifier
1377,1327276A,2022,Dubai International Cricket Stadium,India,Pakistan,62,1,78,4,41,2,181,7,Pakistan,field,Dubai,Pakistan,Asia Cup
1377,1327276B,2022,Dubai International Cricket Stadium,Pakistan,India,44,1,95,2,43,1,182,4,Pakistan,field,Dubai,Pakistan,Asia Cup
1378,1273141A,2021,Gahanga International Cricket Stadium. Rwanda,Ghana,Rwanda,57,0,79,2,28,3,164,5,Ghana,bat,Kigali City,Rwanda,Ghana tour of Rwanda
1378,1273141B,2021,Gahanga International Cricket Stadium. Rwanda,Rwanda,Ghana,37,0,95,5,33,4,165,9,Ghana,bat,Kigali City,Rwanda,Ghana tour of Rwanda
1379,1327504A,2022,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Australia,India,59,4,31,1,0,0,90,5,India,field,Nagpur,India,Australia tour of India
1379,1327504B,2022,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",India,Australia,69,2,23,1,0,0,92,3,India,field,Nagpur,India,Australia tour of India
1380,1199520A,2019,ICC Academy Ground No 2,Bermuda,Namibia,25,3,54,5,27,0,106,8,Namibia,field,Dubai,Namibia,ICC Men's T20 World Cup Qualifier
1380,1199520B,2019,ICC Academy Ground No 2,Namibia,Bermuda,57,2,54,2,0,0,111,4,Namibia,field,Dubai,Namibia,ICC Men's T20 World Cup Qualifier
1381,531637A,2012,Sheikh Zayed Stadium,England,Pakistan,39,2,50,2,40,1,129,5,England,bat,Abu Dhabi,England,Pakistan v England T20I Series
1381,531637B,2012,Sheikh Zayed Stadium,Pakistan,England,45,1,53,1,26,3,124,5,England,bat,Abu Dhabi,England,Pakistan v England T20I Series
1382,1197525A,2019,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Ireland,Hong Kong,63,0,104,3,41,2,208,5,Ireland,bat,Al Amarat,Ireland,Oman Pentangular T20I Series
1382,1197525B,2019,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Hong Kong,Ireland,33,3,81,3,28,3,142,9,Ireland,bat,Al Amarat,Ireland,Oman Pentangular T20I Series
1383,1199508A,2019,ICC Academy Ground No 2,Papua New Guinea,Namibia,56,0,93,3,48,4,197,7,Papua New Guinea,bat,Dubai,Papua New Guinea,ICC Men's T20 World Cup Qualifier
1383,1199508B,2019,ICC Academy Ground No 2,Namibia,Papua New Guinea,46,3,64,5,6,2,116,10,Papua New Guinea,bat,Dubai,Papua New Guinea,ICC Men's T20 World Cup Qualifier
1384,1310169A,2022,"Svanholm Park, Brondby",Denmark,Finland,44,0,76,1,44,2,164,3,Denmark,bat,Brondby,Denmark,Finland tour of Denmark
1384,1310169B,2022,"Svanholm Park, Brondby",Finland,Denmark,30,1,50,5,29,2,109,8,Denmark,bat,Brondby,Denmark,Finland tour of Denmark
1385,1286679A,2021,"Sir Vivian Richards Stadium, North Sound, Antigua",Bahamas,Belize,31,1,84,2,35,4,150,7,Bahamas,bat,North Sound,Bahamas,ICC Men's T20 World Cup Americas Region Qualifier
1385,1286679B,2021,"Sir Vivian Richards Stadium, North Sound, Antigua",Belize,Bahamas,28,1,80,4,31,1,139,6,Bahamas,bat,North Sound,Bahamas,ICC Men's T20 World Cup Americas Region Qualifier
1386,1233954A,2020,Eden Park,West Indies,New Zealand,60,4,120,2,0,0,180,6,New Zealand,field,Auckland,New Zealand,West Indies tour of New Zealand
1386,1233954B,2020,Eden Park,New Zealand,West Indies,62,3,117,2,0,0,179,5,New Zealand,field,Auckland,New Zealand,West Indies tour of New Zealand
1387,660173A,2013,ICC Academy,Scotland,Netherlands,48,1,55,3,62,0,165,4,Netherlands,field,Dubai,Scotland,ICC World Twenty20 Qualifier
1387,660173B,2013,ICC Academy,Netherlands,Scotland,43,1,69,3,38,1,150,5,Netherlands,field,Dubai,Scotland,ICC World Twenty20 Qualifier
1388,1275040A,2021,Entebbe Cricket Oval,Uganda,Nigeria,39,1,76,2,37,1,152,4,Uganda,bat,Entebbe,Uganda,Uganda T20 Tri-Series
1388,1275040B,2021,Entebbe Cricket Oval,Nigeria,Uganda,24,1,48,3,24,2,96,6,Uganda,bat,Entebbe,Uganda,Uganda T20 Tri-Series
1389,1275054A,2021,"Desert Springs Cricket Ground, Almeria",Germany,Spain,39,4,54,3,26,2,119,9,Spain,field,Almeria,Spain,Germany tour of Spain
1389,1275054B,2021,"Desert Springs Cricket Ground, Almeria",Spain,Germany,27,3,68,3,25,2,120,8,Spain,field,Almeria,Spain,Germany tour of Spain
1390,1089243A,2017,Sheikh Zayed Stadium,Papua New Guinea,United Arab Emirates,46,0,52,3,30,1,128,4,Papua New Guinea,bat,Abu Dhabi,United Arab Emirates,Papua New Guinea in United Arab Emirates T20I Series
1390,1089243B,2017,Sheikh Zayed Stadium,United Arab Emirates,Papua New Guinea,45,2,61,0,24,2,130,4,Papua New Guinea,bat,Abu Dhabi,United Arab Emirates,Papua New Guinea in United Arab Emirates T20I Series
1391,1310182A,2022,Marsa Sports Club,Hungary,Czech Republic,33,2,84,3,52,2,169,7,Hungary,bat,Marsa,Czech Republic,Valletta Cup
1391,1310182B,2022,Marsa Sports Club,Czech Republic,Hungary,46,2,95,1,34,0,175,3,Hungary,bat,Marsa,Czech Republic,Valletta Cup
1392,1286686A,2021,"Coolidge Cricket Ground, Antigua",Canada,Panama,72,0,117,1,56,0,245,1,Canada,bat,Coolidge,Canada,ICC Men's T20 World Cup Americas Region Qualifier
1392,1286686B,2021,"Coolidge Cricket Ground, Antigua",Panama,Canada,15,2,22,6,0,2,37,10,Canada,bat,Coolidge,Canada,ICC Men's T20 World Cup Americas Region Qualifier
1393,461565A,2010,Sheikh Zayed Stadium,Pakistan,South Africa,35,3,51,3,34,3,120,9,Pakistan,bat,Abu Dhabi,South Africa,Pakistan v South Africa T20I Series
1393,461565B,2010,Sheikh Zayed Stadium,South Africa,Pakistan,38,0,54,2,33,1,125,3,Pakistan,bat,Abu Dhabi,South Africa,Pakistan v South Africa T20I Series
1394,1310183A,2022,Marsa Sports Club,Gibraltar,Romania,34,1,84,5,23,4,141,10,Gibraltar,bat,Marsa,Romania,Valletta Cup
1394,1310183B,2022,Marsa Sports Club,Romania,Gibraltar,92,0,50,2,0,0,142,2,Gibraltar,bat,Marsa,Romania,Valletta Cup
1395,1263151A,2021,"National Cricket Stadium, St George's, Grenada",South Africa,West Indies,53,1,69,3,38,2,160,6,West Indies,field,St George's,West Indies,South Africa tour of West Indies
1395,1263151B,2021,"National Cricket Stadium, St George's, Grenada",West Indies,South Africa,73,0,88,2,0,0,161,2,West Indies,field,St George's,West Indies,South Africa tour of West Indies
1396,1233955A,2020,Bay Oval,New Zealand,West Indies,49,1,119,1,70,1,238,3,West Indies,field,Mount Maunganui,New Zealand,West Indies tour of New Zealand
1396,1233955B,2020,Bay Oval,West Indies,New Zealand,44,2,88,5,34,2,166,9,West Indies,field,Mount Maunganui,New Zealand,West Indies tour of New Zealand
1397,1310168A,2022,"Svanholm Park, Brondby",Denmark,Finland,58,1,70,2,43,2,171,5,Finland,field,Brondby,Denmark,Finland tour of Denmark
1397,1310168B,2022,"Svanholm Park, Brondby",Finland,Denmark,17,4,16,5,0,0,33,9,Finland,field,Brondby,Denmark,Finland tour of Denmark
1398,1199509A,2019,Tolerance Oval,Canada,Jersey,42,0,85,2,49,3,176,5,Jersey,field,Abu Dhabi,Canada,ICC Men's T20 World Cup Qualifier
1398,1199509B,2019,Tolerance Oval,Jersey,Canada,53,3,67,4,3,3,123,10,Jersey,field,Abu Dhabi,Canada,ICC Men's T20 World Cup Qualifier
1399,1197524A,2019,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Netherlands,Nepal,51,2,58,3,24,5,133,10,Nepal,field,Al Amarat,Nepal,Oman Pentangular T20I Series
1399,1197524B,2019,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,Netherlands,25,1,66,1,43,1,134,3,Nepal,field,Al Amarat,Nepal,Oman Pentangular T20I Series
1400,531636A,2012,Dubai International Cricket Stadium,England,Pakistan,46,1,78,2,26,2,150,5,England,bat,,England,Pakistan v England T20I Series
1400,531636B,2012,Dubai International Cricket Stadium,Pakistan,England,33,4,67,3,12,3,112,10,England,bat,,England,Pakistan v England T20I Series
1401,902649A,2015,Dubai International Cricket Stadium,England,Pakistan,40,3,73,1,47,1,160,5,England,bat,,England,Pakistan v England T20I Series
1401,902649B,2015,Dubai International Cricket Stadium,Pakistan,England,32,3,82,5,32,2,146,10,England,bat,,England,Pakistan v England T20I Series
1402,883343A,2015,VRA Ground,Netherlands,Nepal,42,1,81,0,49,3,172,4,Nepal,field,Amstelveen,Netherlands,Nepal in Netherlands T20I Series
1402,883343B,2015,VRA Ground,Nepal,Netherlands,29,3,29,5,11,1,69,9,Nepal,field,Amstelveen,Netherlands,Nepal in Netherlands T20I Series
1403,1199521A,2019,Tolerance Oval,Nigeria,Oman,22,0,34,5,15,4,71,9,Nigeria,bat,Abu Dhabi,Oman,ICC Men's T20 World Cup Qualifier
1403,1199521B,2019,Tolerance Oval,Oman,Nigeria,68,2,4,1,0,0,72,3,Nigeria,bat,Abu Dhabi,Oman,ICC Men's T20 World Cup Qualifier
1404,1257948A,2021,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,Netherlands,60,1,106,3,40,2,206,6,Nepal,bat,Kirtipur,Netherlands,Nepal Tri-Nation T20I Series
1404,1257948B,2021,"Tribhuvan University International Cricket Ground, Kirtipur",Netherlands,Nepal,71,1,83,2,55,3,209,6,Nepal,bat,Kirtipur,Netherlands,Nepal Tri-Nation T20I Series
1405,1327505A,2022,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Australia,India,66,2,68,4,52,1,186,7,India,field,Hyderabad,India,Australia tour of India
1405,1327505B,2022,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",India,Australia,50,2,98,1,39,1,187,4,India,field,Hyderabad,India,Australia tour of India
1406,1199535A,2019,Dubai International Cricket Stadium,Namibia,Singapore,52,2,97,2,42,3,191,7,Singapore,field,Dubai,Namibia,ICC Men's T20 World Cup Qualifier
1406,1199535B,2019,Dubai International Cricket Stadium,Singapore,Namibia,45,4,54,5,5,1,104,10,Singapore,field,Dubai,Namibia,ICC Men's T20 World Cup Qualifier
1407,1327277A,2022,Dubai International Cricket Stadium,India,Sri Lanka,44,1,91,2,38,4,173,7,Sri Lanka,field,Dubai,Sri Lanka,Asia Cup
1407,1327277B,2022,Dubai International Cricket Stadium,Sri Lanka,India,57,0,75,3,42,0,174,3,Sri Lanka,field,Dubai,Sri Lanka,Asia Cup
1408,1299566A,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,Oman,30,2,51,4,36,2,117,8,Oman,field,Al Amarat,Nepal,ICC Men’s T20 World Cup Qualifier A
